Home Team,Away Team,Bookmaker,Bet Type,Team,Odds
South Dakota Coyotes,St. Thomas (MN) Tommies,DraftKings,spreads,St. Thomas (MN) Tommies,1.85
South Dakota Coyotes,St. Thomas (MN) Tommies,BetUS,spreads,South Dakota Coyotes,1.87
South Dakota Coyotes,St. Thomas (MN) Tommies,BetUS,spreads,St. Thomas (MN) Tommies,1.95
UTSA Roadrunners,South Florida Bulls,BetOnline.ag,spreads,South Florida Bulls,1.91
UTSA Roadrunners,South Florida Bulls,BetOnline.ag,spreads,UTSA Roadrunners,1.91
UTSA Roadrunners,South Florida Bulls,LowVig.ag,spreads,South Florida Bulls,1.94
UTSA Roadrunners,South Florida Bulls,LowVig.ag,spreads,UTSA Roadrunners,1.94
UTSA Roadrunners,South Florida Bulls,DraftKings,h2h,South Florida Bulls,2.2
UTSA Roadrunners,South Florida Bulls,DraftKings,h2h,UTSA Roadrunners,1.7
UTSA Roadrunners,South Florida Bulls,DraftKings,spreads,South Florida Bulls,2.0
UTSA Roadrunners,South Florida Bulls,DraftKings,spreads,UTSA Roadrunners,1.83
UTSA Roadrunners,South Florida Bulls,BetUS,spreads,South Florida Bulls,1.91
UTSA Roadrunners,South Florida Bulls,BetUS,spreads,UTSA Roadrunners,1.91
Iowa Hawkeyes,Oregon Ducks,BetOnline.ag,spreads,Iowa Hawkeyes,1.95
Iowa Hawkeyes,Oregon Ducks,BetOnline.ag,spreads,Oregon Ducks,1.87
Iowa Hawkeyes,Oregon Ducks,LowVig.ag,spreads,Iowa Hawkeyes,1.99
Iowa Hawkeyes,Oregon Ducks,LowVig.ag,spreads,Oregon Ducks,1.9
Iowa Hawkeyes,Oregon Ducks,DraftKings,h2h,Iowa Hawkeyes,1.93
Iowa Hawkeyes,Oregon Ducks,DraftKings,h2h,Oregon Ducks,1.89
Iowa Hawkeyes,Oregon Ducks,DraftKings,spreads,Iowa Hawkeyes,1.82
Iowa Hawkeyes,Oregon Ducks,DraftKings,spreads,Oregon Ducks,2.02
Iowa Hawkeyes,Oregon Ducks,FanDuel,h2h,Iowa Hawkeyes,1.91
Iowa Hawkeyes,Oregon Ducks,FanDuel,h2h,Oregon Ducks,1.91
Iowa Hawkeyes,Oregon Ducks,FanDuel,spreads,Iowa Hawkeyes,1.98
Iowa Hawkeyes,Oregon Ducks,FanDuel,spreads,Oregon Ducks,1.83
Iowa Hawkeyes,Oregon Ducks,BetRivers,h2h,Iowa Hawkeyes,1.85
Iowa Hawkeyes,Oregon Ducks,BetRivers,h2h,Oregon Ducks,1.96
Iowa Hawkeyes,Oregon Ducks,BetRivers,spreads,Iowa Hawkeyes,1.94
Iowa Hawkeyes,Oregon Ducks,BetRivers,spreads,Oregon Ducks,1.87
Iowa Hawkeyes,Oregon Ducks,BetUS,spreads,Iowa Hawkeyes,1.95
Iowa Hawkeyes,Oregon Ducks,BetUS,spreads,Oregon Ducks,1.87
Texas State Bobcats,UL Monroe Warhawks,BetOnline.ag,spreads,Texas State Bobcats,1.91
Texas State Bobcats,UL Monroe Warhawks,BetOnline.ag,spreads,UL Monroe Warhawks,1.91
Texas State Bobcats,UL Monroe Warhawks,LowVig.ag,spreads,Texas State Bobcats,1.94
Texas State Bobcats,UL Monroe Warhawks,LowVig.ag,spreads,UL Monroe Warhawks,1.94
Texas State Bobcats,UL Monroe Warhawks,DraftKings,h2h,Texas State Bobcats,1.12
Texas State Bobcats,UL Monroe Warhawks,DraftKings,h2h,UL Monroe Warhawks,6.5
Texas State Bobcats,UL Monroe Warhawks,DraftKings,spreads,Texas State Bobcats,1.98
Texas State Bobcats,UL Monroe Warhawks,DraftKings,spreads,UL Monroe Warhawks,1.85
Texas State Bobcats,UL Monroe Warhawks,BetUS,spreads,Texas State Bobcats,1.91
Texas State Bobcats,UL Monroe Warhawks,BetUS,spreads,UL Monroe Warhawks,1.91
Missouri Tigers,Alabama Crimson Tide,BetOnline.ag,spreads,Alabama Crimson Tide,1.91
Missouri Tigers,Alabama Crimson Tide,BetOnline.ag,spreads,Missouri Tigers,1.91
Missouri Tigers,Alabama Crimson Tide,LowVig.ag,spreads,Alabama Crimson Tide,1.94
Missouri Tigers,Alabama Crimson Tide,LowVig.ag,spreads,Missouri Tigers,1.94
Missouri Tigers,Alabama Crimson Tide,DraftKings,h2h,Alabama Crimson Tide,1.85
Missouri Tigers,Alabama Crimson Tide,DraftKings,h2h,Missouri Tigers,1.98
Missouri Tigers,Alabama Crimson Tide,DraftKings,spreads,Alabama Crimson Tide,1.98
Missouri Tigers,Alabama Crimson Tide,DraftKings,spreads,Missouri Tigers,1.85
Missouri Tigers,Alabama Crimson Tide,FanDuel,h2h,Alabama Crimson Tide,1.83
Missouri Tigers,Alabama Crimson Tide,FanDuel,h2h,Missouri Tigers,2.0
Missouri Tigers,Alabama Crimson Tide,FanDuel,spreads,Alabama Crimson Tide,1.89
Missouri Tigers,Alabama Crimson Tide,FanDuel,spreads,Missouri Tigers,1.93
Missouri Tigers,Alabama Crimson Tide,BetRivers,h2h,Alabama Crimson Tide,1.79
Missouri Tigers,Alabama Crimson Tide,BetRivers,h2h,Missouri Tigers,2.05
Missouri Tigers,Alabama Crimson Tide,BetRivers,spreads,Alabama Crimson Tide,1.89
Missouri Tigers,Alabama Crimson Tide,BetRivers,spreads,Missouri Tigers,1.92
Missouri Tigers,Alabama Crimson Tide,BetUS,spreads,Alabama Crimson Tide,1.91
Missouri Tigers,Alabama Crimson Tide,BetUS,spreads,Missouri Tigers,1.91
Auburn Tigers,Arkansas Razorbacks,BetOnline.ag,spreads,Arkansas Razorbacks,1.95
Auburn Tigers,Arkansas Razorbacks,BetOnline.ag,spreads,Auburn Tigers,1.87
Auburn Tigers,Arkansas Razorbacks,LowVig.ag,spreads,Arkansas Razorbacks,1.99
Auburn Tigers,Arkansas Razorbacks,LowVig.ag,spreads,Auburn Tigers,1.9
Auburn Tigers,Arkansas Razorbacks,DraftKings,h2h,Arkansas Razorbacks,13.0
Auburn Tigers,Arkansas Razorbacks,DraftKings,h2h,Auburn Tigers,1.04
Auburn Tigers,Arkansas Razorbacks,DraftKings,spreads,Arkansas Razorbacks,1.93
Auburn Tigers,Arkansas Razorbacks,DraftKings,spreads,Auburn Tigers,1.89
Auburn Tigers,Arkansas Razorbacks,FanDuel,h2h,Arkansas Razorbacks,12.6
Auburn Tigers,Arkansas Razorbacks,FanDuel,h2h,Auburn Tigers,1.04
Auburn Tigers,Arkansas Razorbacks,FanDuel,spreads,Arkansas Razorbacks,1.98
Auburn Tigers,Arkansas Razorbacks,FanDuel,spreads,Auburn Tigers,1.83
Auburn Tigers,Arkansas Razorbacks,BetRivers,spreads,Arkansas Razorbacks,1.94
Auburn Tigers,Arkansas Razorbacks,BetRivers,spreads,Auburn Tigers,1.87
Auburn Tigers,Arkansas Razorbacks,BetUS,spreads,Arkansas Razorbacks,1.95
Auburn Tigers,Arkansas Razorbacks,BetUS,spreads,Auburn Tigers,1.87
DePaul Blue Demons,St. John's Red Storm,BetOnline.ag,spreads,DePaul Blue Demons,1.95
DePaul Blue Demons,St. John's Red Storm,BetOnline.ag,spreads,St. John's Red Storm,1.87
DePaul Blue Demons,St. John's Red Storm,LowVig.ag,spreads,DePaul Blue Demons,1.99
DePaul Blue Demons,St. John's Red Storm,LowVig.ag,spreads,St. John's Red Storm,1.9
DePaul Blue Demons,St. John's Red Storm,FanDuel,h2h,DePaul Blue Demons,6.9
DePaul Blue Demons,St. John's Red Storm,FanDuel,h2h,St. John's Red Storm,1.11
DePaul Blue Demons,St. John's Red Storm,FanDuel,spreads,DePaul Blue Demons,1.95
DePaul Blue Demons,St. John's Red Storm,FanDuel,spreads,St. John's Red Storm,1.87
DePaul Blue Demons,St. John's Red Storm,DraftKings,h2h,DePaul Blue Demons,6.5
DePaul Blue Demons,St. John's Red Storm,DraftKings,h2h,St. John's Red Storm,1.12
DePaul Blue Demons,St. John's Red Storm,DraftKings,spreads,DePaul Blue Demons,1.95
DePaul Blue Demons,St. John's Red Storm,DraftKings,spreads,St. John's Red Storm,1.87
DePaul Blue Demons,St. John's Red Storm,BetRivers,spreads,DePaul Blue Demons,1.87
DePaul Blue Demons,St. John's Red Storm,BetRivers,spreads,St. John's Red Storm,1.94
DePaul Blue Demons,St. John's Red Storm,BetUS,spreads,DePaul Blue Demons,1.95
DePaul Blue Demons,St. John's Red Storm,BetUS,spreads,St. John's Red Storm,1.87
Denver Pioneers,Oral Roberts Golden Eagles,BetOnline.ag,spreads,Denver Pioneers,1.91
Denver Pioneers,Oral Roberts Golden Eagles,BetOnline.ag,spreads,Oral Roberts Golden Eagles,1.91
Denver Pioneers,Oral Roberts Golden Eagles,LowVig.ag,spreads,Denver Pioneers,1.94
Denver Pioneers,Oral Roberts Golden Eagles,LowVig.ag,spreads,Oral Roberts Golden Eagles,1.94
Denver Pioneers,Oral Roberts Golden Eagles,DraftKings,h2h,Denver Pioneers,1.59
Denver Pioneers,Oral Roberts Golden Eagles,DraftKings,h2h,Oral Roberts Golden Eagles,2.42
Denver Pioneers,Oral Roberts Golden Eagles,DraftKings,spreads,Denver Pioneers,1.95
Denver Pioneers,Oral Roberts Golden Eagles,DraftKings,spreads,Oral Roberts Golden Eagles,1.87
Denver Pioneers,Oral Roberts Golden Eagles,BetUS,spreads,Denver Pioneers,1.91
Denver Pioneers,Oral Roberts Golden Eagles,BetUS,spreads,Oral Roberts Golden Eagles,1.91
Florida St Seminoles,Miami Hurricanes,BetOnline.ag,spreads,Florida St Seminoles,1.95
Florida St Seminoles,Miami Hurricanes,BetOnline.ag,spreads,Miami Hurricanes,1.87
Florida St Seminoles,Miami Hurricanes,LowVig.ag,spreads,Florida St Seminoles,1.99
Florida St Seminoles,Miami Hurricanes,LowVig.ag,spreads,Miami Hurricanes,1.9
Florida St Seminoles,Miami Hurricanes,DraftKings,h2h,Florida St Seminoles,1.28
Florida St Seminoles,Miami Hurricanes,DraftKings,h2h,Miami Hurricanes,3.8
Florida St Seminoles,Miami Hurricanes,DraftKings,spreads,Florida St Seminoles,1.95
Florida St Seminoles,Miami Hurricanes,DraftKings,spreads,Miami Hurricanes,1.87
Florida St Seminoles,Miami Hurricanes,FanDuel,h2h,Florida St Seminoles,1.26
Florida St Seminoles,Miami Hurricanes,FanDuel,h2h,Miami Hurricanes,4.0
Florida St Seminoles,Miami Hurricanes,FanDuel,spreads,Florida St Seminoles,1.91
Florida St Seminoles,Miami Hurricanes,FanDuel,spreads,Miami Hurricanes,1.91
Florida St Seminoles,Miami Hurricanes,BetRivers,h2h,Florida St Seminoles,1.21
Florida St Seminoles,Miami Hurricanes,BetRivers,h2h,Miami Hurricanes,4.5
Florida St Seminoles,Miami Hurricanes,BetRivers,spreads,Florida St Seminoles,1.91
Florida St Seminoles,Miami Hurricanes,BetRivers,spreads,Miami Hurricanes,1.91
Florida St Seminoles,Miami Hurricanes,BetUS,spreads,Florida St Seminoles,1.95
Florida St Seminoles,Miami Hurricanes,BetUS,spreads,Miami Hurricanes,1.87
Washington St Cougars,Gonzaga Bulldogs,BetOnline.ag,spreads,Gonzaga Bulldogs,1.95
Washington St Cougars,Gonzaga Bulldogs,BetOnline.ag,spreads,Washington St Cougars,1.87
Washington St Cougars,Gonzaga Bulldogs,LowVig.ag,spreads,Gonzaga Bulldogs,1.99
Washington St Cougars,Gonzaga Bulldogs,LowVig.ag,spreads,Washington St Cougars,1.9
Washington St Cougars,Gonzaga Bulldogs,FanDuel,h2h,Gonzaga Bulldogs,1.09
Washington St Cougars,Gonzaga Bulldogs,FanDuel,h2h,Washington St Cougars,7.8
Washington St Cougars,Gonzaga Bulldogs,FanDuel,spreads,Gonzaga Bulldogs,1.91
Washington St Cougars,Gonzaga Bulldogs,FanDuel,spreads,Washington St Cougars,1.91
Washington St Cougars,Gonzaga Bulldogs,DraftKings,h2h,Gonzaga Bulldogs,1.12
Washington St Cougars,Gonzaga Bulldogs,DraftKings,h2h,Washington St Cougars,6.75
Washington St Cougars,Gonzaga Bulldogs,DraftKings,spreads,Gonzaga Bulldogs,1.95
Washington St Cougars,Gonzaga Bulldogs,DraftKings,spreads,Washington St Cougars,1.87
Washington St Cougars,Gonzaga Bulldogs,BetRivers,h2h,Gonzaga Bulldogs,1.08
Washington St Cougars,Gonzaga Bulldogs,BetRivers,h2h,Washington St Cougars,8.0
Washington St Cougars,Gonzaga Bulldogs,BetRivers,spreads,Gonzaga Bulldogs,1.91
Washington St Cougars,Gonzaga Bulldogs,BetRivers,spreads,Washington St Cougars,1.91
Washington St Cougars,Gonzaga Bulldogs,BetUS,spreads,Gonzaga Bulldogs,1.95
Washington St Cougars,Gonzaga Bulldogs,BetUS,spreads,Washington St Cougars,1.87
Oklahoma St Cowboys,UCF Knights,BetOnline.ag,spreads,Oklahoma St Cowboys,1.91
Oklahoma St Cowboys,UCF Knights,BetOnline.ag,spreads,UCF Knights,1.91
Oklahoma St Cowboys,UCF Knights,LowVig.ag,spreads,Oklahoma St Cowboys,1.94
Oklahoma St Cowboys,UCF Knights,LowVig.ag,spreads,UCF Knights,1.94
Oklahoma St Cowboys,UCF Knights,DraftKings,h2h,Oklahoma St Cowboys,1.82
Oklahoma St Cowboys,UCF Knights,DraftKings,h2h,UCF Knights,2.02
Oklahoma St Cowboys,UCF Knights,DraftKings,spreads,Oklahoma St Cowboys,1.93
Oklahoma St Cowboys,UCF Knights,DraftKings,spreads,UCF Knights,1.89
Oklahoma St Cowboys,UCF Knights,FanDuel,h2h,Oklahoma St Cowboys,1.91
Oklahoma St Cowboys,UCF Knights,FanDuel,h2h,UCF Knights,1.91
Oklahoma St Cowboys,UCF Knights,FanDuel,spreads,Oklahoma St Cowboys,1.82
Oklahoma St Cowboys,UCF Knights,FanDuel,spreads,UCF Knights,2.0
Oklahoma St Cowboys,UCF Knights,BetRivers,h2h,Oklahoma St Cowboys,1.97
Oklahoma St Cowboys,UCF Knights,BetRivers,h2h,UCF Knights,1.85
Oklahoma St Cowboys,UCF Knights,BetRivers,spreads,Oklahoma St Cowboys,1.85
Oklahoma St Cowboys,UCF Knights,BetRivers,spreads,UCF Knights,1.97
Oklahoma St Cowboys,UCF Knights,BetUS,spreads,Oklahoma St Cowboys,1.91
Oklahoma St Cowboys,UCF Knights,BetUS,spreads,UCF Knights,1.91
Utah State Aggies,San José St Spartans,BetOnline.ag,spreads,San José St Spartans,1.95
Utah State Aggies,San José St Spartans,BetOnline.ag,spreads,Utah State Aggies,1.87
Utah State Aggies,San José St Spartans,LowVig.ag,spreads,San José St Spartans,1.99
Utah State Aggies,San José St Spartans,LowVig.ag,spreads,Utah State Aggies,1.9
Utah State Aggies,San José St Spartans,FanDuel,h2h,San José St Spartans,12.0
Utah State Aggies,San José St Spartans,FanDuel,h2h,Utah State Aggies,1.04
Utah State Aggies,San José St Spartans,FanDuel,spreads,San José St Spartans,1.91
Utah State Aggies,San José St Spartans,FanDuel,spreads,Utah State Aggies,1.91
Utah State Aggies,San José St Spartans,DraftKings,h2h,San José St Spartans,11.0
Utah State Aggies,San José St Spartans,DraftKings,h2h,Utah State Aggies,1.06
Utah State Aggies,San José St Spartans,DraftKings,spreads,San José St Spartans,1.93
Utah State Aggies,San José St Spartans,DraftKings,spreads,Utah State Aggies,1.89
Utah State Aggies,San José St Spartans,BetRivers,spreads,San José St Spartans,1.92
Utah State Aggies,San José St Spartans,BetRivers,spreads,Utah State Aggies,1.89
Utah State Aggies,San José St Spartans,BetUS,spreads,San José St Spartans,1.95
Utah State Aggies,San José St Spartans,BetUS,spreads,Utah State Aggies,1.87
Boise State Broncos,New Mexico Lobos,BetOnline.ag,spreads,Boise State Broncos,1.91
Boise State Broncos,New Mexico Lobos,BetOnline.ag,spreads,New Mexico Lobos,1.91
Boise State Broncos,New Mexico Lobos,LowVig.ag,spreads,Boise State Broncos,1.94
Boise State Broncos,New Mexico Lobos,LowVig.ag,spreads,New Mexico Lobos,1.94
Boise State Broncos,New Mexico Lobos,DraftKings,h2h,Boise State Broncos,1.65
Boise State Broncos,New Mexico Lobos,DraftKings,h2h,New Mexico Lobos,2.3
Boise State Broncos,New Mexico Lobos,DraftKings,spreads,Boise State Broncos,1.89
Boise State Broncos,New Mexico Lobos,DraftKings,spreads,New Mexico Lobos,1.93
Boise State Broncos,New Mexico Lobos,FanDuel,h2h,Boise State Broncos,1.66
Boise State Broncos,New Mexico Lobos,FanDuel,h2h,New Mexico Lobos,2.26
Boise State Broncos,New Mexico Lobos,FanDuel,spreads,Boise State Broncos,1.87
Boise State Broncos,New Mexico Lobos,FanDuel,spreads,New Mexico Lobos,1.95
Boise State Broncos,New Mexico Lobos,BetRivers,h2h,Boise State Broncos,1.66
Boise State Broncos,New Mexico Lobos,BetRivers,h2h,New Mexico Lobos,2.25
Boise State Broncos,New Mexico Lobos,BetRivers,spreads,Boise State Broncos,1.92
Boise State Broncos,New Mexico Lobos,BetRivers,spreads,New Mexico Lobos,1.89
Boise State Broncos,New Mexico Lobos,BetUS,spreads,Boise State Broncos,1.91
Boise State Broncos,New Mexico Lobos,BetUS,spreads,New Mexico Lobos,1.91
Saint Mary's Gaels,Portland Pilots,BetOnline.ag,spreads,Portland Pilots,1.91
Saint Mary's Gaels,Portland Pilots,BetOnline.ag,spreads,Saint Mary's Gaels,1.91
Saint Mary's Gaels,Portland Pilots,LowVig.ag,spreads,Portland Pilots,1.94
Saint Mary's Gaels,Portland Pilots,LowVig.ag,spreads,Saint Mary's Gaels,1.94
Saint Mary's Gaels,Portland Pilots,FanDuel,h2h,Portland Pilots,31.0
Saint Mary's Gaels,Portland Pilots,FanDuel,h2h,Saint Mary's Gaels,1.01
Saint Mary's Gaels,Portland Pilots,FanDuel,spreads,Portland Pilots,1.96
Saint Mary's Gaels,Portland Pilots,FanDuel,spreads,Saint Mary's Gaels,1.85
Saint Mary's Gaels,Portland Pilots,DraftKings,h2h,Portland Pilots,36.0
Saint Mary's Gaels,Portland Pilots,DraftKings,h2h,Saint Mary's Gaels,1.0
Saint Mary's Gaels,Portland Pilots,DraftKings,spreads,Portland Pilots,1.91
Saint Mary's Gaels,Portland Pilots,DraftKings,spreads,Saint Mary's Gaels,1.91
Saint Mary's Gaels,Portland Pilots,BetUS,spreads,Portland Pilots,1.91
Saint Mary's Gaels,Portland Pilots,BetUS,spreads,Saint Mary's Gaels,1.91
Washington Huskies,Rutgers Scarlet Knights,BetOnline.ag,spreads,Rutgers Scarlet Knights,1.91
Washington Huskies,Rutgers Scarlet Knights,BetOnline.ag,spreads,Washington Huskies,1.91
Washington Huskies,Rutgers Scarlet Knights,LowVig.ag,spreads,Rutgers Scarlet Knights,1.94
Washington Huskies,Rutgers Scarlet Knights,LowVig.ag,spreads,Washington Huskies,1.94
Washington Huskies,Rutgers Scarlet Knights,DraftKings,h2h,Rutgers Scarlet Knights,2.1
Washington Huskies,Rutgers Scarlet Knights,DraftKings,h2h,Washington Huskies,1.77
Washington Huskies,Rutgers Scarlet Knights,DraftKings,spreads,Rutgers Scarlet Knights,1.95
Washington Huskies,Rutgers Scarlet Knights,DraftKings,spreads,Washington Huskies,1.87
Washington Huskies,Rutgers Scarlet Knights,FanDuel,h2h,Rutgers Scarlet Knights,1.98
Washington Huskies,Rutgers Scarlet Knights,FanDuel,h2h,Washington Huskies,1.85
Washington Huskies,Rutgers Scarlet Knights,FanDuel,spreads,Rutgers Scarlet Knights,1.91
Washington Huskies,Rutgers Scarlet Knights,FanDuel,spreads,Washington Huskies,1.91
Washington Huskies,Rutgers Scarlet Knights,BetUS,spreads,Rutgers Scarlet Knights,1.91
Washington Huskies,Rutgers Scarlet Knights,BetUS,spreads,Washington Huskies,1.91
